1	79
2	0
4	3
5	1
6	0
7	1
8	1
9	1
10	5
12	0
13	0
14	5
15	72
16	0
17	1
18	122
19	7
20	48
21	0
22	174
23	6
24	0
25	0
26	1
27	1
28	0
29	0
30	2
31	5
32	1
33	0
34	0
35	3
36	0
37	1
38	9
39	3
40	3
41	0
42	0
43	0
44	0
45	3
46	0
47	2
48	0
49	20
50	1
51	0
52	87
53	0
54	6
55	0
56	4
57	8
58	14
59	0
60	3
61	59
62	18
63	12
64	13
65	1
66	47
67	545
68	0
69	0
70	4
71	3
72	1
73	33
74	16
76	18
77	2
78	38
79	1
80	3
81	0
82	23
83	1
84	7
85	19
86	7
87	5
88	0
89	0
90	1
91	13
92	22
93	0
94	7
95	8
96	0
97	1
98	7
99	0
100	0
101	0
102	1
103	15
104	8
105	0
106	0
107	0
108	0
109	2
110	4
111	0
112	149
113	0
114	4
115	0
116	0
117	39
118	1
119	0
120	1
121	0
122	0
123	0
124	3
125	8
126	2
128	1
129	0
130	27
131	1
132	1
133	31
134	17
135	13
136	3
137	79
138	4
139	0
140	4
141	2
142	27
143	13
144	72
145	42
146	0
147	1
148	7
149	0
150	216
151	0
152	15
153	7
154	3
155	3
156	2
157	3
158	2
159	48
160	5
161	0
162	17
163	7
164	5
165	0
166	0
167	3
168	1
169	7
170	0
171	289
172	14
173	0
174	0
175	0
176	56
177	5
178	6
179	0
180	2
181	2
182	0
183	6
184	4
185	3
186	2
187	0
188	1
189	0
190	2
191	5
192	7
193	0
194	6
195	0
196	16
197	0
198	23
199	1
200	4
201	35
202	182
203	4
204	3
205	5
206	44
207	2
208	1
209	0
210	0
211	9
212	61
213	1
215	14
216	58
217	0
218	0
219	0
220	1
221	0
222	104
223	0
224	0
225	11
226	0
227	48
228	0
229	19
230	16
231	28
232	1
233	1
234	55
235	1
236	8
237	0
238	4
239	0
240	33
241	7
242	1
243	1
244	0
246	139
247	0
248	1
249	0
250	7
251	170
252	0
253	1
254	12
255	3
256	4
257	31
258	0
259	3
260	0
261	7
262	0
263	1
264	0
265	13
266	0
267	40
268	0
269	3
270	17
271	2
272	0
273	17
274	1
275	3
276	6
277	0
278	34
279	1
280	0
281	1
282	36
283	4
284	7
285	7
286	1
287	9
288	0
289	1
290	16
291	0
292	0
293	1
294	3
295	1
296	52
297	15
298	65
299	2
300	0
301	40
302	2
303	2
304	3
305	102
306	50
307	0
308	8
309	2
310	0
311	7
312	1
313	6
314	0
315	23
316	75
317	35
318	16
319	2
320	12
321	1
322	1
323	23
324	4
325	0
326	37
327	45
328	1
329	0
331	37
332	1
333	101
334	0
335	0
336	81
337	5
338	40
339	0
340	2
341	0
342	15
343	36
344	21
346	22
347	31
348	29
349	4
350	1
351	0
352	2
353	0
354	18
355	0
356	0
357	13
358	2
359	1
360	96
361	0
362	0
363	83
364	0
365	3
366	0
367	7
368	8
369	0
370	0
371	1
372	381
373	12
374	28
375	2
376	2
377	3
378	45
379	0
380	1
381	3
382	4
383	2
384	12
385	232
386	4
387	114
388	4
389	433
390	2
391	1
392	20
393	3
394	17
395	2
396	0
397	34
398	16
399	8
400	18
401	6
402	0
404	45
405	110
406	173
407	444
408	0
409	213
410	4
411	226
412	3
413	42
414	0
415	4
416	2
418	6
419	3
420	2
421	0
422	0
423	3
424	0
425	7
426	18
427	2
428	1
429	11
430	2
431	4
432	8
433	4
434	273
435	9
436	1
437	21
438	0
439	227
440	10
441	3
442	0
443	0
444	17
445	5
446	0
447	2
448	22
450	1
451	1065
452	0
453	7
454	9
455	177
456	1
457	12
458	0
460	15
461	58
463	99
465	68
466	0
467	4
468	0
469	0
470	6
471	3
472	1
473	3
474	3
475	6
476	30
477	4
478	4
479	1
480	7
481	24
483	4
484	42
485	185
487	13
488	1
489	2
490	0
491	4
492	0
493	0
494	0
495	2
496	1
497	23
498	0
499	55
500	37
501	0
502	0
503	0
504	1
505	1
506	28
508	1
509	0
510	0
511	1
512	3
513	26
514	64
515	7
516	35
517	2
518	1
519	2
520	0
521	0
522	0
523	4
524	0
525	0
526	0
527	61
528	8
529	0
530	0
531	0
532	0
533	6
534	133
535	4
536	0
537	1
538	18
539	88
540	48
541	1
542	0
543	2
544	5
545	139
546	0
547	1
548	3
549	6
550	7
551	12
552	1
553	0
554	10
555	0
556	0
557	0
558	77
559	1
560	1
561	62
562	1
563	448
564	1
565	148
566	1
567	1
568	153
569	68
570	3
571	0
572	0
573	0
574	0
575	42
576	0
577	1
578	8
579	3
580	0
581	1
582	0
583	0
584	6
585	0
586	10
587	785
588	0
589	6
590	33
591	10
592	10
593	5
594	0
595	1
596	1
597	2
598	82
599	1
600	13
601	92
602	28
603	13
604	9
605	0
606	2
607	72
608	0
609	10
610	9
611	0
612	1
613	0
614	22
615	3
616	6
617	3
618	7
619	130
620	0
621	0
622	29
623	4
624	196
625	0
626	3
627	20
628	268
629	14
630	9
631	2
632	0
633	1
634	3
635	47
636	85
637	0
638	20
639	1
640	1
641	24
642	0
643	830
644	149
645	30
646	13
647	0
648	5
649	0
650	1
651	0
652	1
653	7
654	56
655	194
656	29
657	13
658	10
659	37
660	0
661	48
662	1
663	0
665	0
666	0
667	1
668	43
669	12
670	0
671	8
672	0
673	276
674	5
675	1
676	19
677	0
678	1
679	0
680	35
681	3
682	13
683	0
684	0
685	9
686	360
687	5
688	0
689	3
690	13
691	126
692	0
693	2
694	0
695	174
696	0
697	20
698	7
699	0
700	1
701	0
702	0
703	4
704	0
705	13
706	16
707	171
708	15
709	0
710	0
711	157
712	24
713	65
714	0
715	0
716	86
718	14
719	1
720	40
721	3
722	27
723	0
724	5
725	1
726	0
727	0
728	0
729	119
730	4
732	12
733	0
734	115
735	1
736	1
737	1
738	0
739	1
740	0
741	12
742	0
743	0
744	2
745	0
746	0
747	0
748	15
749	0
750	3
751	43
752	1
753	0
754	0
755	0
756	44
757	2
758	10
759	153
760	0
761	0
762	6
763	7
764	6
765	1
766	0
767	1
768	6
769	0
770	0
771	2
772	22
773	0
774	3
776	0
777	0
778	0
779	32
781	0
782	3
783	15
784	71
785	20
786	1
787	0
788	0
789	35
790	0
791	1
792	5
794	4
795	3
796	21
797	82
798	4
799	0
800	2
801	0
802	12
803	1
804	21
805	0
806	2
807	0
808	22
810	3
812	0
813	1
814	0
815	4
816	0
817	0
818	463
819	0
820	20
821	14
822	6
823	20
824	0
825	0
826	0
827	0
828	59
829	2
830	2
831	8
832	6
833	2
834	6
835	94
836	127
837	8
838	6
839	169
840	4
841	0
842	1
843	2
844	4
845	0
846	798
847	3
848	0
849	2
850	551
851	2
852	32
853	271
854	0
855	21
856	3
857	0
858	114
859	2
860	0
861	4
862	34
863	0
864	0
865	0
866	1
867	64
868	2
869	4
870	1
871	1
872	2
873	6
874	0
875	21
876	1530
877	59
878	7
879	0
880	3
881	210
882	0
883	1
884	13
885	7
886	1
887	17
888	2
889	1
890	28
891	22
892	0
893	21
894	4
895	10
896	362
897	1
898	2
899	1
900	0
901	22
904	19
905	0
906	3
907	0
908	0
910	7
911	1
912	242
913	93
915	11
916	0
917	3
918	0
919	0
920	21
921	6
922	0
923	0
924	205
925	1
926	4
927	10
928	4
929	1
930	62
931	0
932	0
933	2
934	0
935	0
936	66
937	5
938	7
939	16
940	7
941	10
942	41
943	0
944	1
945	0
946	25
947	55
948	1
949	0
950	6
951	31
952	18
953	3
954	107
955	0
956	0
957	8
958	58
959	1
960	3
961	0
962	40
963	12
964	160
965	30
966	1
967	1
969	16
970	0
971	0
972	0
973	6
974	0
975	15
976	3
977	61
978	1
979	5
980	9
981	1
982	6
983	9
984	0
985	3
986	0
988	15
989	1881
991	96
992	0
993	11
994	9
995	0
996	0
997	1
998	9
999	24
1000	0
1001	0
1002	51
1003	0
1004	30
1005	0
1006	0
1007	65
1008	2
1009	0
1010	0
1011	26
1012	57
1013	0
1014	110
1015	1
1016	136
1017	2
1018	0
1019	1
1020	194
1021	12
1022	0
1023	711
1024	0
1025	0
1026	115
1027	0
1028	1
1029	10
1030	4
1031	4
1032	0
1033	313
1034	0
1035	5
1036	0
1037	61
1038	0
1039	19
1040	3
1042	47
1043	0
1044	183
1045	1
1046	2
1047	0
1048	526
1049	0
1050	64
1051	23
1052	19
1053	0
1054	6
1055	7
1056	1
1057	103
1058	0
1059	0
1060	4
1061	0
1062	1
1064	5
1065	5
1066	24
1067	28
1068	86
1069	0
1070	0
1071	4
1072	37
1073	6
1074	0
1075	4
1076	0
1077	0
1078	0
1079	51
1080	0
1081	12
1082	1
1083	1
1084	2
1086	4
1087	0
1088	2
1089	0
1090	2
1091	11
1092	0
1093	0
1094	1
1095	6
1097	2
1098	2
1099	0
1100	1
1101	0
1102	0
1103	1
1104	13
1105	14
1106	0
1107	0
1109	0
1110	8
1111	1
1112	14
1113	1
1114	4
1115	0
1116	15
1117	3
1118	187
1119	2
1120	9
1121	0
1122	0
1123	0
1124	0
1125	14
1126	17
1127	0
1128	9
1129	17
1130	0
1131	0
1132	3
1133	0
1134	0
1135	1
1136	9
1137	0
1138	0
1139	2
1140	0
1141	218
1142	1
1143	7
1144	1
1145	0
1146	6
1147	0
1148	2
1149	0
1150	0
1151	0
1152	0
1153	4
1154	0
1155	0
1156	5
1157	1
1158	210
1159	0
1160	11
1161	33
1162	0
1163	13
1164	0
1166	14
